temp,preci,rh,ws,sp,temp1,preci1,rh1,ws1,sp1,temp2,preci2,rh2,ws2,sp2,temp3,preci3,rh3,ws3,sp3,XJ,dailyNum
-18.32705999999999,2.64114402,0.5694,3.6025589,907.60414,-11.922829999999976,6.1552698,0.6332,3.5255206,906.8989,-5.510699999999986,15.0711981,0.6181,3.2056985,907.45664,5.746800000000008,15.113601,0.4311,4.081447,904.068,6000000.0,536.0
-11.453919999999982,4.9763049,0.4961,3.9896092,905.7507,-18.32705999999999,2.64114402,0.5694,3.6025589,907.60414,-11.922829999999976,6.1552698,0.6332,3.5255206,906.8989,-5.510699999999986,15.0711981,0.6181,3.2056985,907.45664,4773045.0,469.0
-0.3942599999999743,11.6444778,0.3698,4.21142,902.3604,-11.453919999999982,4.9763049,0.4961,3.9896092,905.7507,-18.32705999999999,2.64114402,0.5694,3.6025589,907.60414,-11.922829999999976,6.1552698,0.6332,3.5255206,906.8989,4046674.0,606.0
8.040160000000014,15.5782839,0.2786,4.3497477,896.9512,-0.3942599999999743,11.6444778,0.3698,4.21142,902.3604,-11.453919999999982,4.9763049,0.4961,3.9896092,905.7507,-18.32705999999999,2.64114402,0.5694,3.6025589,907.60414,3625007.0,691.0
14.41393000000005,29.961159,0.3052,4.6228867,896.2983,8.040160000000014,15.5782839,0.2786,4.3497477,896.9512,-0.3942599999999743,11.6444778,0.3698,4.21142,902.3604,-11.453919999999982,4.9763049,0.4961,3.9896092,905.7507,3416535.0,705.0
19.26016000000004,51.016524,0.4381,3.6049733,895.0219999999999,14.41393000000005,29.961159,0.3052,4.6228867,896.2983,8.040160000000014,15.5782839,0.2786,4.3497477,896.9512,-0.3942599999999743,11.6444778,0.3698,4.21142,902.3604,3354685.0,623.0
23.43682000000001,63.08758800000001,0.4945,3.498196,894.7078999999999,19.26016000000004,51.016524,0.4381,3.6049733,895.0219999999999,14.41393000000005,29.961159,0.3052,4.6228867,896.2983,8.040160000000014,15.5782839,0.2786,4.3497477,896.9512,3384191.0,517.0
21.49200000000002,58.122444,0.5063,3.5550177,898.04734,23.43682000000001,63.08758800000001,0.4945,3.498196,894.7078999999999,19.26016000000004,51.016524,0.4381,3.6049733,895.0219999999999,14.41393000000005,29.961159,0.3052,4.6228867,896.2983,3457824.0,468.0
14.93685000000005,50.228028,0.5461,3.1171331,901.7597,21.49200000000002,58.122444,0.5063,3.5550177,898.04734,23.43682000000001,63.08758800000001,0.4945,3.498196,894.7078999999999,19.26016000000004,51.016524,0.4381,3.6049733,895.0219999999999,3537009.0,335.0
3.778130000000033,28.541055,0.4983,3.690241,904.9845,14.93685000000005,50.228028,0.5461,3.1171331,901.7597,21.49200000000002,58.122444,0.5063,3.5550177,898.04734,23.43682000000001,63.08758800000001,0.4945,3.498196,894.7078999999999,3595126.0,369.0
-6.850099999999998,8.7937419,0.5083,3.8678188,905.1703,3.778130000000033,28.541055,0.4983,3.690241,904.9845,14.93685000000005,50.228028,0.5461,3.1171331,901.7597,21.49200000000002,58.122444,0.5063,3.5550177,898.04734,3620457.0,354.0
-11.050849999999969,3.639684,0.5828,3.4322546,906.5629,-6.850099999999998,8.7937419,0.5083,3.8678188,905.1703,3.778130000000033,28.541055,0.4983,3.690241,904.9845,14.93685000000005,50.228028,0.5461,3.1171331,901.7597,3617197.0,297.0
-14.159119999999971,2.4446601,0.5288,3.5896385,907.0556,-11.050849999999969,3.639684,0.5828,3.4322546,906.5629,-6.850099999999998,8.7937419,0.5083,3.8678188,905.1703,3.778130000000033,28.541055,0.4983,3.690241,904.9845,3602293.0,539.0
-8.885499999999979,7.001793599999999,0.4737,3.8308258,905.704,-14.159119999999971,2.4446601,0.5288,3.5896385,907.0556,-11.050849999999969,3.639684,0.5828,3.4322546,906.5629,-6.850099999999998,8.7937419,0.5083,3.8678188,905.1703,3599078.0,537.0
-1.5055299999999647,8.2037328,0.4004,3.525655,904.44836,-8.885499999999979,7.001793599999999,0.4737,3.8308258,905.704,-14.159119999999971,2.4446601,0.5288,3.5896385,907.0556,-11.050849999999969,3.639684,0.5828,3.4322546,906.5629,3629985.0,709.0
8.753500000000031,11.3427108,0.2779,4.3744593,897.7583999999999,-1.5055299999999647,8.2037328,0.4004,3.525655,904.44836,-8.885499999999979,7.001793599999999,0.4737,3.8308258,905.704,-14.159119999999971,2.4446601,0.5288,3.5896385,907.0556,3710450.0,651.0
15.83996000000002,22.936464,0.2621,4.5779185,897.29375,8.753500000000031,11.3427108,0.2779,4.3744593,897.7583999999999,-1.5055299999999647,8.2037328,0.4004,3.525655,904.44836,-8.885499999999979,7.001793599999999,0.4737,3.8308258,905.704,3844946.0,762.0
20.869560000000035,29.951772,0.358,3.395854,896.15234,15.83996000000002,22.936464,0.2621,4.5779185,897.29375,8.753500000000031,11.3427108,0.2779,4.3744593,897.7583999999999,-1.5055299999999647,8.2037328,0.4004,3.525655,904.44836,4025468.0,957.0
23.872160000000008,64.240395,0.4613,3.494235,894.74234,20.869560000000035,29.951772,0.358,3.395854,896.15234,15.83996000000002,22.936464,0.2621,4.5779185,897.29375,8.753500000000031,11.3427108,0.2779,4.3744593,897.7583999999999,4232383.0,854.0
20.08584000000002,77.521017,0.5197,3.4740548,896.93164,23.872160000000008,64.240395,0.4613,3.494235,894.74234,20.869560000000035,29.951772,0.358,3.395854,896.15234,15.83996000000002,22.936464,0.2621,4.5779185,897.29375,4437960.0,735.0
14.841200000000017,27.241524,0.4102,3.8944616,899.0926,20.08584000000002,77.521017,0.5197,3.4740548,896.93164,23.872160000000008,64.240395,0.4613,3.494235,894.74234,20.869560000000035,29.951772,0.358,3.395854,896.15234,4613224.0,392.0
4.833030000000008,17.727894,0.4696,3.5264206,907.2107,14.841200000000017,27.241524,0.4102,3.8944616,899.0926,20.08584000000002,77.521017,0.5197,3.4740548,896.93164,23.872160000000008,64.240395,0.4613,3.494235,894.74234,4736386.0,412.0
-6.219369999999969,5.521872,0.4501,4.1586533,904.2591,4.833030000000008,17.727894,0.4696,3.5264206,907.2107,14.841200000000017,27.241524,0.4102,3.8944616,899.0926,20.08584000000002,77.521017,0.5197,3.4740548,896.93164,4800273.0,517.0
-13.602899999999975,2.7243160800000004,0.5136,3.641506,906.9681,-6.219369999999969,5.521872,0.4501,4.1586533,904.2591,4.833030000000008,17.727894,0.4696,3.5264206,907.2107,14.841200000000017,27.241524,0.4102,3.8944616,899.0926,4815625.0,489.0
-17.01577999999995,3.6359463,0.5336,4.0508795,905.27445,-13.602899999999975,2.7243160800000004,0.5136,3.641506,906.9681,-6.219369999999969,5.521872,0.4501,4.1586533,904.2591,4.833030000000008,17.727894,0.4696,3.5264206,907.2107,4808141.0,602.0
-12.88675999999998,3.598272,0.4287,3.799132,904.0421,-17.01577999999995,3.6359463,0.5336,4.0508795,905.27445,-13.602899999999975,2.7243160800000004,0.5136,3.641506,906.9681,-6.219369999999969,5.521872,0.4501,4.1586533,904.2591,4811048.0,516.0
1.01794000000001,9.0007242,0.3292,4.0281644,901.5328,-12.88675999999998,3.598272,0.4287,3.799132,904.0421,-17.01577999999995,3.6359463,0.5336,4.0508795,905.27445,-13.602899999999975,2.7243160800000004,0.5136,3.641506,906.9681,4855647.0,976.0
8.734250000000031,23.321214,0.2727,4.5905046,899.8896000000001,1.01794000000001,9.0007242,0.3292,4.0281644,901.5328,-12.88675999999998,3.598272,0.4287,3.799132,904.0421,-17.01577999999995,3.6359463,0.5336,4.0508795,905.27445,4963515.0,907.0
16.145440000000008,25.204422,0.2824,4.2175827,897.2316000000001,8.734250000000031,23.321214,0.2727,4.5905046,899.8896000000001,1.01794000000001,9.0007242,0.3292,4.0281644,901.5328,-12.88675999999998,3.598272,0.4287,3.799132,904.0421,5141323.0,1230.0
21.158900000000017,43.842477,0.3671,3.598002,894.0708999999999,16.145440000000008,25.204422,0.2824,4.2175827,897.2316000000001,8.734250000000031,23.321214,0.2727,4.5905046,899.8896000000001,1.01794000000001,9.0007242,0.3292,4.0281644,901.5328,5378835.0,1256.0
23.55856,107.71203,0.5688,3.6894474,894.3889999999999,21.158900000000017,43.842477,0.3671,3.598002,894.0708999999999,16.145440000000008,25.204422,0.2824,4.2175827,897.2316000000001,8.734250000000031,23.321214,0.2727,4.5905046,899.8896000000001,5650263.0,1108.0
