T_Lag0,P_Lag0,R_Lag0,W_Lag0,A_Lag0,T_Lag1,P_Lag1,R_Lag1,W_Lag1,A_Lag1,T_Lag2,P_Lag2,R_Lag2,W_Lag2,A_Lag2,T_Lag3,P_Lag3,R_Lag3,W_Lag3,A_Lag3,B,dailyNum
20.08584000000002,77.521017,0.5197,3.4740548,896.93164,23.872160000000008,64.240395,0.4613,3.494235,894.74234,20.869560000000035,29.951772,0.358,3.395854,896.15234,15.83996000000002,22.936464,0.2621,4.5779185,897.29375,4437960.0,29.0628706998814
14.841200000000017,27.241524,0.4102,3.8944616,899.0926,20.08584000000002,77.521017,0.5197,3.4740548,896.93164,23.872160000000008,64.240395,0.4613,3.494235,894.74234,20.869560000000035,29.951772,0.358,3.395854,896.15234,4613224.0,15.5001977066034
4.833030000000008,17.727894,0.4696,3.5264206,907.2107,14.841200000000017,27.241524,0.4102,3.8944616,899.0926,20.08584000000002,77.521017,0.5197,3.4740548,896.93164,23.872160000000008,64.240395,0.4613,3.494235,894.74234,4736386.0,16.2910241202056
-6.219369999999969,5.521872,0.4501,4.1586533,904.2591,4.833030000000008,17.727894,0.4696,3.5264206,907.2107,14.841200000000017,27.241524,0.4102,3.8944616,899.0926,20.08584000000002,77.521017,0.5197,3.4740548,896.93164,4800273.0,20.4428627916172
-13.602899999999975,2.7243160800000004,0.5136,3.641506,906.9681,-6.219369999999969,5.521872,0.4501,4.1586533,904.2591,4.833030000000008,17.727894,0.4696,3.5264206,907.2107,14.841200000000017,27.241524,0.4102,3.8944616,899.0926,4815625.0,19.3357058125741
-17.01577999999995,3.6359463,0.5336,4.0508795,905.27445,-13.602899999999975,2.7243160800000004,0.5136,3.641506,906.9681,-6.219369999999969,5.521872,0.4501,4.1586533,904.2591,4.833030000000008,17.727894,0.4696,3.5264206,907.2107,4808141.0,23.7569060773481
-12.88675999999998,3.598272,0.4287,3.799132,904.0421,-17.01577999999995,3.6359463,0.5336,4.0508795,905.27445,-13.602899999999975,2.7243160800000004,0.5136,3.641506,906.9681,-6.219369999999969,5.521872,0.4501,4.1586533,904.2591,4811048.0,20.3630623520126
1.01794000000001,9.0007242,0.3292,4.0281644,901.5328,-12.88675999999998,3.598272,0.4287,3.799132,904.0421,-17.01577999999995,3.6359463,0.5336,4.0508795,905.27445,-13.602899999999975,2.7243160800000004,0.5136,3.641506,906.9681,4855647.0,38.516179952644
8.734250000000031,23.321214,0.2727,4.5905046,899.8896000000001,1.01794000000001,9.0007242,0.3292,4.0281644,901.5328,-12.88675999999998,3.598272,0.4287,3.799132,904.0421,-17.01577999999995,3.6359463,0.5336,4.0508795,905.27445,4963515.0,35.7932123125493
16.145440000000008,25.204422,0.2824,4.2175827,897.2316000000001,8.734250000000031,23.321214,0.2727,4.5905046,899.8896000000001,1.01794000000001,9.0007242,0.3292,4.0281644,901.5328,-12.88675999999998,3.598272,0.4287,3.799132,904.0421,5141323.0,48.5398579321231
21.158900000000017,43.842477,0.3671,3.598002,894.0708999999999,16.145440000000008,25.204422,0.2824,4.2175827,897.2316000000001,8.734250000000031,23.321214,0.2727,4.5905046,899.8896000000001,1.01794000000001,9.0007242,0.3292,4.0281644,901.5328,5378835.0,49.5659037095501
23.55856,107.71203,0.5688,3.6894474,894.3889999999999,21.158900000000017,43.842477,0.3671,3.598002,894.0708999999999,16.145440000000008,25.204422,0.2824,4.2175827,897.2316000000001,8.734250000000031,23.321214,0.2727,4.5905046,899.8896000000001,5650263.0,43.7253354380426
21.18273000000005,84.69340500000001,0.604,3.0355966,898.6001,23.55856,107.71203,0.5688,3.6894474,894.3889999999999,21.158900000000017,43.842477,0.3671,3.598002,894.0708999999999,16.145440000000008,25.204422,0.2824,4.2175827,897.2316000000001,5919244.0,40.1341752170481
12.69580000000002,53.593722,0.5038,4.115854,901.3715,21.18273000000005,84.69340500000001,0.604,3.0355966,898.6001,23.55856,107.71203,0.5688,3.6894474,894.3889999999999,21.158900000000017,43.842477,0.3671,3.598002,894.0708999999999,6147577.0,21.6258879242305
5.058400000000006,12.4167009,0.4325,3.7908225,905.1538,12.69580000000002,53.593722,0.5038,4.115854,901.3715,21.18273000000005,84.69340500000001,0.604,3.0355966,898.6001,23.55856,107.71203,0.5688,3.6894474,894.3889999999999,6306764.0,17.205998421468
-4.5298499999999535,3.7391604,0.4616,3.5864432,905.554,5.058400000000006,12.4167009,0.4325,3.7908225,905.1538,12.69580000000002,53.593722,0.5038,4.115854,901.3715,21.18273000000005,84.69340500000001,0.604,3.0355966,898.6001,6387480.0,31.4917127071823
-14.97663,1.8502758,0.4558,3.9812477,908.2979,-4.5298499999999535,3.7391604,0.4616,3.5864432,905.554,5.058400000000006,12.4167009,0.4325,3.7908225,905.1538,12.69580000000002,53.593722,0.5038,4.115854,901.3715,6403981.0,31.2549329123915
-13.121159999999977,1.3668795,0.4688,3.6852307,907.30664,-14.97663,1.8502758,0.4558,3.9812477,908.2979,-4.5298499999999535,3.7391604,0.4616,3.5864432,905.554,5.058400000000006,12.4167009,0.4325,3.7908225,905.1538,6390370.0,33.5485903291857
-10.94232999999997,3.2837802,0.4233,3.5233798,905.3334,-13.121159999999977,1.3668795,0.4688,3.6852307,907.30664,-14.97663,1.8502758,0.4558,3.9812477,908.2979,-4.5298499999999535,3.7391604,0.4616,3.5864432,905.554,6390380.0,36.8168215467003
-0.3739400000000046,5.7232356,0.2971,3.9251902,901.1685,-10.94232999999997,3.2837802,0.4233,3.5233798,905.3334,-13.121159999999977,1.3668795,0.4688,3.6852307,907.30664,-14.97663,1.8502758,0.4558,3.9812477,908.2979,6445401.0,53.6698692707513
8.690300000000036,13.7926068,0.2475,4.2035728,898.6492999999999,-0.3739400000000046,5.7232356,0.2971,3.9251902,901.1685,-10.94232999999997,3.2837802,0.4233,3.5233798,905.3334,-13.121159999999977,1.3668795,0.4688,3.6852307,907.30664,6583407.0,59.5369349503859
14.33474000000001,41.159685,0.2855,4.727209,896.6222,8.690300000000036,13.7926068,0.2475,4.2035728,898.6492999999999,-0.3739400000000046,5.7232356,0.2971,3.9251902,901.1685,-10.94232999999997,3.2837802,0.4233,3.5233798,905.3334,6813213.0,63.3170578043786
20.39834000000002,50.21595599999999,0.4173,3.702297,895.05305,14.33474000000001,41.159685,0.2855,4.727209,896.6222,8.690300000000036,13.7926068,0.2475,4.2035728,898.6492999999999,-0.3739400000000046,5.7232356,0.2971,3.9251902,901.1685,7121118.0,61.742006615215
22.37432000000001,65.858952,0.4985,3.2613823,894.0328,20.39834000000002,50.21595599999999,0.4173,3.702297,895.05305,14.33474000000001,41.159685,0.2855,4.727209,896.6222,8.690300000000036,13.7926068,0.2475,4.2035728,898.6492999999999,7473069.0,55.9143172153095
19.72408000000001,80.811696,0.5504,3.4444852,897.6569999999999,22.37432000000001,65.858952,0.4985,3.2613823,894.0328,20.39834000000002,50.21595599999999,0.4173,3.702297,895.05305,14.33474000000001,41.159685,0.2855,4.727209,896.6222,7821242.0,43.2745314222712
16.258050000000026,24.2426328,0.4474,3.5322125,903.051,19.72408000000001,80.811696,0.5504,3.4444852,897.6569999999999,22.37432000000001,65.858952,0.4985,3.2613823,894.0328,20.39834000000002,50.21595599999999,0.4173,3.702297,895.05305,8115674.0,33.9029768467475
5.49508000000003,20.208981,0.4444,3.9344757,905.4763,16.258050000000026,24.2426328,0.4474,3.5322125,903.051,19.72408000000001,80.811696,0.5504,3.4444852,897.6569999999999,22.37432000000001,65.858952,0.4985,3.2613823,894.0328,8319213.0,31.501023783273
-4.988319999999987,7.7100885,0.4559,3.9999309,905.9671,5.49508000000003,20.208981,0.4444,3.9344757,905.4763,16.258050000000026,24.2426328,0.4474,3.5322125,903.051,19.72408000000001,80.811696,0.5504,3.4444852,897.6569999999999,8419873.0,35.5567805953693
-13.294169999999951,5.3362902000000005,0.5901,3.7571692,905.9578,-4.988319999999987,7.7100885,0.4559,3.9999309,905.9671,5.49508000000003,20.208981,0.4444,3.9344757,905.4763,16.258050000000026,24.2426328,0.4474,3.5322125,903.051,8436485.0,33.8242242872893
-13.178259999999966,3.306261,0.6373,2.9766862,906.98484,-13.294169999999951,5.3362902000000005,0.5901,3.7571692,905.9578,-4.988319999999987,7.7100885,0.4559,3.9999309,905.9671,5.49508000000003,20.208981,0.4444,3.9344757,905.4763,8413639.0,37.006237006237
-8.511239999999987,6.1021815,0.4746,3.5963464,906.35125,-13.178259999999966,3.306261,0.6373,2.9766862,906.98484,-13.294169999999951,5.3362902000000005,0.5901,3.7571692,905.9578,-4.988319999999987,7.7100885,0.4559,3.9999309,905.9671,8408526.0,31.6424116424116
-0.4285600000000045,6.3881934,0.3289,4.3011556,900.8726,-8.511239999999987,6.1021815,0.4746,3.5963464,906.35125,-13.178259999999966,3.306261,0.6373,2.9766862,906.98484,-13.294169999999951,5.3362902000000005,0.5901,3.7571692,905.9578,8474964.0,70.2286902286902
7.763900000000035,13.0088376,0.2134,4.1439605,903.5888,-0.4285600000000045,6.3881934,0.3289,4.3011556,900.8726,-8.511239999999987,6.1021815,0.4746,3.5963464,906.35125,-13.178259999999966,3.306261,0.6373,2.9766862,906.98484,8649549.0,76.5488565488565
14.930900000000008,34.643676000000006,0.329,4.360554,896.2939,7.763900000000035,13.0088376,0.2134,4.1439605,903.5888,-0.4285600000000045,6.3881934,0.3289,4.3011556,900.8726,-8.511239999999987,6.1021815,0.4746,3.5963464,906.35125,8943017.0,86.4864864864865
20.32156000000004,43.4202,0.3876,3.7338793,894.3266,14.930900000000008,34.643676000000006,0.329,4.360554,896.2939,7.763900000000035,13.0088376,0.2134,4.1439605,903.5888,-0.4285600000000045,6.3881934,0.3289,4.3011556,900.8726,9337465.0,82.3700623700624
23.10560000000004,50.33859,0.487,3.3610544,894.97586,20.32156000000004,43.4202,0.3876,3.7338793,894.3266,14.930900000000008,34.643676000000006,0.329,4.360554,896.2939,7.763900000000035,13.0088376,0.2134,4.1439605,903.5888,9788298.0,71.2266112266112
20.01525000000004,98.50053,0.5662,3.528901,895.83016,23.10560000000004,50.33859,0.487,3.3610544,894.97586,20.32156000000004,43.4202,0.3876,3.7338793,894.3266,14.930900000000008,34.643676000000006,0.329,4.360554,896.2939,10233220.0,51.7671517671518
14.116700000000035,64.32454800000001,0.5376,3.6951883,901.5479,20.01525000000004,98.50053,0.5662,3.528901,895.83016,23.10560000000004,50.33859,0.487,3.3610544,894.97586,20.32156000000004,43.4202,0.3876,3.7338793,894.3266,10607750.0,35.0935550935551
4.381650000000036,15.068115000000002,0.4219,3.977991,905.46,14.116700000000035,64.32454800000001,0.5376,3.6951883,901.5479,20.01525000000004,98.50053,0.5662,3.528901,895.83016,23.10560000000004,50.33859,0.487,3.3610544,894.97586,10863960.0,37.006237006237
-4.507849999999962,13.9140144,0.5371,3.7230947,908.0292,4.381650000000036,15.068115000000002,0.4219,3.977991,905.46,14.116700000000035,64.32454800000001,0.5376,3.6951883,901.5479,20.01525000000004,98.50053,0.5662,3.528901,895.83016,10986740.0,36.964656964657
-15.859399999999994,1.41187866,0.607,3.8885393,907.1597,-4.507849999999962,13.9140144,0.5371,3.7230947,908.0292,4.381650000000036,15.068115000000002,0.4219,3.977991,905.46,14.116700000000035,64.32454800000001,0.5376,3.6951883,901.5479,11000710.0,46.6112266112266
,,,,,-15.859399999999994,1.41187866,0.607,3.8885393,907.1597,-4.507849999999962,13.9140144,0.5371,3.7230947,908.0292,4.381650000000036,15.068115000000002,0.4219,3.977991,905.46,,
,,,,,,,,,,-15.859399999999994,1.41187866,0.607,3.8885393,907.1597,-4.507849999999962,13.9140144,0.5371,3.7230947,908.0292,,
,,,,,,,,,,,,,,,-15.859399999999994,1.41187866,0.607,3.8885393,907.1597,,
